"ID","OpeBal","RediscBills","SlFacility","SdFacility","Repo","RevRepo","OmoSales","OmoRepay","PmSales","PmRepay","Crr","NetWdas","StatAlloc","JvCash","NetClr","NdicPrem","OMajor","RecDate"
"1793","222258.24","0","41140.32","106000","4750","0","54627.3","0","0","0","0","0","0","0","0","0","0","12/4/2018",
"1797","131986.18","0","112466.34","17600","0","0","119824.47","0","0","0","0","0","0","0","0","0","0","12/3/2018",
"1792","122519.52","0","23888.41","61300","7353","0","371554.22","0","0","0","0","0","0","0","0","0","0","11/30/2018",
"1791","171913.25","0","98219.55","64450","4769","0","0","443755.51","150602.17","150602.17","0","0","0","0","0","0","0","11/29/2018",
"1790","127672.61","0","60187.45","41020","9500","0","0","0","0","0","0","0","0","0","0","0","0","11/28/2018",
"1789","164829.12","0","60494.43","38704.65","3800","0","161078.13","0","0","0","0","0","0","0","0","0","0","11/27/2018",
"1788","244738.45","0","28286.25","138610","0","0","0","0","0","0","0","0","0","0","0","0","0","11/26/2018",
"1787","696403.98","0","15116.92","140075","16145.76","0","199599.45","0","0","0","0","0","0","0","0","0","0","11/23/2018",
"1786","281943.7","0","19122.55","81600","0","0","0","408984.64","0","0","0","0","0","0","0","0","0","11/22/2018",
"1785","182943.19","0","20330.48","91020","0","0","0","0","0","0","0","0","0","0","0","0","0","11/21/2018",
"1784","174450.29","0","22979.07","120650.07","0","0","0","0","0","0","0","0","0","0","0","0","0","11/19/2018",
"1783","202853.12","0","19633.26","120370","0","0","450521.94","0","0","0","0","0","0","0","0","0","0","11/16/2018",
"1782","166936.45","0","21313.25","131425","0","0","0","423827.09","128243.66","128243.56","0","0","0","0","0","0","0","11/15/2018",
"1781","208114.59","0","20511.41","125165","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/2018",
"1780","261628.27","0","18913.11","123305","2375","0","0","0","0","0","0","0","0","0","0","0","0","11/13/2018",
"1779","451154.61","0","18942.05","123130","0","0","0","0","0","0","0","0","0","0","0","0","0","11/12/2018",
"1778","557965.14","0","16614.7","123000","9526.45","0","364978.57","0","0","0","0","0","0","0","0","0","0","11/9/2018",
"1777","396885.82","0","19347.23","142280","0","0","0","0","0","372480.16","0","0","0","0","0","0","0","11/8/2018",
"1776","358581.28","0","19159.6","146400","0","0","316229.88","0","0","0","0","0","0","0","0","0","0","11/7/2018",
"1775","670477.61","0","18591.95","147290","950","0","0","0","0","0","0","0","0","0","0","0","0","11/6/2018",
"1774","827479.77","0","20034.39","149750","4949.5","0","0","0","0","0","0","0","0","0","0","0","0","11/5/2018",
"1773","700773.61","0","30545.71","139420","1900","0","517614.94","0","0","0","0","0","0","0","0","0","0","11/2/2018",
"1772","405770.52","0","33090.97","149200","760","0","0","397237.15","145289.42","145289.42","0","0","0","0","0","0","0","11/1/2018",
"1771","405770.52","0","35830.2","129230","10212.5","0","0","0","0","0","0","0","0","0","0","0","0","10/31/2018",
"1770","132317.4","0","59996.68","37280","0","0","0","0","0","0","0","0","0","0","0","0","0","10/30/2018",
"1769","145050.59","0","57618.45","74260","0","0","0","0","0","0","0","0","0","0","0","0","0","10/29/2018",
"1768","511866.29","0","50720.12","136100","10515.1","0","186019.21","0","0","0","0","0","0","0","0","0","0","10/26/2018",
"1767","80460.65","0","92990.28","8150","0","0","0","372880.13","0","0","0","0","0","0","0","0","0","10/25/2018",
"1766","90367.15","0","45142.69","24530","7125","0","0","0","0","0","0","0","0","0","0","0","0","10/24/2018",
"1765","119385.4","0","56454.91","28400","52630","0","0","0","0","0","0","0","0","0","0","0","0","10/23/2018",
"1764","90941.59","0","34911.09","47860","6062.25","0","0","0","0","0","0","0","0","0","0","0","0","10/22/2018",
"1763","124029.65","0","38934.3","30200","5937.5","0","275336.24","0","0","0","0","0","0","0","0","0","0","10/19/2018",
"1762","96242.76","0","96419.33","16220","43800","0","0","347125.4","147629.84","147629.85","0","0","0","0","0","0","0","10/18/2018",
"1761","92275.13","0","98097.48","8175","6412.5","0","0","0","0","0","0","0","0","0","0","0","0","10/17/2018",
"1760","119954.14","0","65526.25","14700","18550","0","0","0","0","0","0","0","0","0","0","0","0","10/16/2018",
"1759","103340.99","0","16004.65","17000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/15/2018",
"1758","286726.72","0","0","118720","11425.88","0","249096.28","0","0","0","0","0","0","0","0","0","0","10/12/2018",
"1757","113525.06","0","0","65330","0","0","0","277072.79","0","0","0","0","0","0","0","0","0","10/11/2018",
"1756","152551.71","0","0","49060","10355","0","0","0","0","0","0","0","0","0","0","0","0","10/10/2018",
"1755","148972.66","0","2054.85","100000","2375","0","0","0","0","0","0","0","0","0","0","0","0","10/9/2018",
"1754","277701.71","0","65131.05","59370","19975","0","0","0","0","0","0","0","0","0","0","0","0","10/8/2018",
"1753","88573.95","0","11784.94","2200","2527","0","552991.81","0","0","0","0","0","0","0","0","0","0","10/5/2018",
"1752","251443.97","0","608","108150","3325","0","0","278373.48","0","133491.2","0","0","0","0","0","0","0","10/4/2018",
"1751","309057.48","0","3487.2","121200","23780","0","0","0","0","0","0","0","0","0","0","0","0","10/3/2018",
"1750","335404.25","0","910","94900","8550","0","0","0","0","96740","0","0","0","0","0","0","0","10/2/2018",
"1749","465439.99","0","19994.12","136137","0","0","0","0","0","0","0","0","0","0","0","0","0","9/28/2018",
"1747","91584.66","0","21074.55","46500","0","0","0","260813.14","0","0","0","0","0","0","0","0","0","9/27/2018",
"1748","197562.02","0","79325.75","26150","0","0","0","0","0","0","0","0","0","0","0","0","0","9/26/2018",
"1746","164736.2","0","85737.55","42800","0","0","0","0","0","0","0","0","0","0","0","0","0","9/25/2018",
"1745","333475.07","0","0","145048","0","0","0","0","0","0","0","0","0","0","0","0","0","9/24/2018",
"1744","380674.17","0","0","136930","0","0","337596.41","0","0","0","0","0","0","0","0","0","0","9/21/2018",
"1743","541924.69","0","2907","137991","0","0","0","218593.37","182142.23","182142.24","0","0","0","0","0","0","0","9/20/2018",
"1742","681247.61","0","14919.75","54628","0","0","0","0","0","0","0","0","0","0","0","0","0","9/19/2018",
"1741","240467.43","0","26674.1","38800","0","0","0","0","0","0","0","0","0","0","0","0","0","9/18/2018",
"1740","241668.61","0","22076.1","74000","0","0","0","0","0","0","0","0","0","0","0","0","0","9/17/2018",
"1739","594178.58","0","24852.13","124900","17942.76","0","0","0","0","0","0","0","0","0","0","0","0","9/14/2018",
"1734","107758.14","0","34190.04","42050","0","0","0","268332.63","136305.03","136305.03","0","0","0","0","0","0","0","9/13/2018",
"1738","107758.14","0","34190.04","42050","2375","0","0","366048.31","136305.03","136305.03","0","0","0","0","0","0","0","9/13/2018",
"1737","171328.3","0","25961.6","90850","2755","0","81954.44","0","0","0","0","0","0","0","0","0","0","9/12/2018",
"1735","171328.3","0","25961.6","90850","0","0","81954.44","0","0","0","0","0","0","0","0","0","0","9/12/2018",
"1736","312179.45","0","25065.75","124610","0","0","21748","0","0","0","0","0","0","0","0","0","0","9/11/2018",
"1733","380184.7","0","20717.6","165680","0","0","0","0","0","0","0","0","0","0","0","0","0","9/10/2018",
"1732","402132.09","0","25004.95","161555","0","0","189713.16","0","0","0","0","0","0","0","0","0","0","9/7/2018",
"1731","345604.03","0","26237.1","144625","0","0","137592.559","294516.698","0","0","0","0","0","0","0","0","0","9/6/2018",
"1730","511238.39","0","18962","154750","0","0","171269.12","0","0","0","0","0","0","0","0","0","0","9/5/2018",
"1729","675711.97","0","8787.5","127950","0","0","0","0","0","0","0","0","0","0","0","0","0","9/4/2018",
"1728","280745.85","0","0","141444","0","0","0","0","0","0","0","0","0","0","0","0","0","9/3/2018",
"1727","630535.72","0","0","149857","0","0","0","0","0","0","0","0","0","0","0","0","0","8/31/2018",
"1726","65055.59","0","4275","44265","0","0","0","314770.59","206954.37","206954.37","0","0","0","0","0","0","0","8/30/2018",
"1724","132097.79","0","15342.22","41750","0","0","0","0","0","0","0","0","0","0","0","0","0","8/29/2018",
"1723","174841.84","0","7314.56","45095","0","0","0","0","0","0","0","0","0","0","0","0","0","8/28/2018",
"1722","288171.41","0","10022.5","88710","0","0","0","0","0","0","0","0","0","0","0","0","0","8/27/2018",
"1721","275949.04","0","2850","88854","0","0","97900","0","0","0","0","0","0","0","0","0","0","8/24/2018",
"1720","195004.44","0","3847.04","45140","0","0","0","364327.12","0","0","0","0","0","0","0","0","0","8/23/2018",
"1719","248341.1","0","0","91275","0","0","0","0","0","0","0","0","0","0","0","0","0","8/20/2018",
"1718","674930.1","0","0","139705","0","0","153541.29","0","0","0","0","0","0","0","0","0","0","8/17/2018",
"1717","78311.88","0","2090","55672","0","0","0","514033.36","33384.18","33384.18","0","0","0","0","0","0","0","8/16/2018",
"1716","87167.7","0","393.43","73069","0","0","0","0","0","0","0","0","0","0","0","0","0","8/15/2018",
"1715","142334.57","0","0","49159.72","0","0","0","0","0","0","0","0","0","0","0","0","0","8/14/2018",
"1714","85807.71","0","6183.43","113825","0","0","0","0","0","0","0","0","0","0","0","0","0","8/13/2018",
"1713","129969.08","0","0","119227","0","0","377060.91","0","0","0","0","0","0","0","0","0","0","8/10/2018",
"1712","100322.74","0","87.4","88780","0","0","0","452003.95","0","0","0","0","0","0","0","0","0","8/9/2018",
"1711","111939.23","0","595.99","123589","0","0","0","0","0","0","0","0","0","0","0","0","0","8/8/2018",
"1710","183924.45","0","42.75","105945.88","0","0","0","0","0","0","0","0","0","0","0","0","0","8/7/2018",
"1709","187893.97","0","0","149515","0","0","0","0","0","0","0","0","0","0","0","0","0","8/6/2018",
"1708","593624.9","0","0","164394","0","0","362958.9","0","0","0","0","0","0","0","0","0","0","8/3/2018",
"1707","357267.28","0","0","153827","0","0","0","379446.17","215629.84","215627.84","0","0","0","0","0","0","0","8/2/2018",
"1706","446297.29","0","20788.24","70655","0","0","0","0","0","0","0","0","0","0","0","0","0","8/1/2018",
"1705","109469.3","0","467.54","26705","0","0","0","0","0","0","0","0","0","0","0","0","0","7/31/2018",
"1704","106662.07","0","17489.23","98875","0","0","0","0","0","0","0","0","0","0","0","0","0","7/30/2018",
"1703","159396.59","0","2932.3","109475","0","0","274983.41","0","66900","0","0","0","0","0","0","0","0","7/27/2018",
"1702","89915.72","0","3263.16","81670","0","0","0","404322.81","0","0","0","0","0","0","0","0","0","7/26/2018",
"1701","139754.06","0","7600","100000","0","0","235933.04","0","0","0","0","0","0","0","0","0","0","7/25/2018",
"1700","557971.36","0","17338.76","32465","0","0","0","0","0","0","0","0","0","0","0","0","0","7/24/2018",
"1699","143622.02","0","17966.4","14500","0","0","0","0","0","0","0","0","0","0","0","0","0","7/23/2018",
"1698","338364.22","0","15140.21","144920","0","0","496257.74","0","0","0","0","0","0","0","0","0","0","7/20/2018",
"1697","179082.22","0","1380.48","120609","0","0","0","523737.31","107047.16","178411.93","0","0","0","0","0","0","0","7/19/2018",
"1695","179082.22","0","3448.98","93308","0","0","0","0","0","0","0","0","0","0","0","0","0","7/18/2018",
"1693","221809.31","0","13015","56372","0","0","0","0","0","0","0","0","0","0","0","0","0","7/17/2018",
"1692","182531.5","0","14213.5","97745","0","0","0","0","0","0","0","0","0","0","0","0","0","7/16/2018",
"1694","214922.45","0","20701.45","113700","0","0","0","0","0","0","0","0","0","0","0","0","0","7/13/2018",
"1691","142499.59","0","15118.42","84810","0","0","0","406827","0","0","0","0","0","0","0","0","0","7/12/2018",
"1690","160672.14","0","16388.45","83877","0","0","0","0","0","0","0","0","0","0","0","0","0","7/11/2018",
"1689","162238.25","0","22625.77","73405","0","0","0","0","0","0","0","0","0","0","0","0","0","7/10/2018",
"1688","156130.48","0","11616.05","73800","4883","0","0","0","0","0","0","0","0","0","0","0","0","7/9/2018",
"1687","233551.28","0","30273.66","116382","0","0","0","0","0","0","0","0","0","0","0","0","0","7/6/2018",
"1684","71314.22","0","70597.76","16710","0","0","0","238649.59","99302.82","170504.7","0","0","0","0","0","0","0","7/5/2018",
"1686","147403.22","0","62748.27","19470","0","0","0","0","0","0","0","0","0","0","0","0","0","7/4/2018",
"1685","163002.47","0","55984.91","14160","0","0","0","0","0","0","0","0","0","0","0","0","0","7/3/2018",
"1683","161998.46","0","41807.6","56570","0","0","0","0","0","0","0","0","0","0","0","0","0","7/2/2018",
"1682","131653.87","0","42118.25","21200","0","0","0","0","31220","0","0","0","0","0","0","0","0","6/29/2018",
"1681","126352.41","0","137700.33","18220","0","0","0","183271.27","0","0","0","0","0","0","0","0","0","6/28/2018",
"1680","149932.06","0","117173.03","30020","0","0","0","0","0","0","0","0","0","0","0","0","0","6/27/2018",
"1679","264234.27","0","60266.58","17810","0","0","207038.38","0","0","0","0","0","0","0","0","0","0","6/26/2018",
"1678","348334.53","0","34254.47","141500","0","0","0","0","0","0","0","0","0","0","0","0","0","6/25/2018",
"1677","714450.62","0","34250.35","161800","0","0","0","0","0","0","0","0","0","0","0","0","0","6/22/2018",
"1676","122670.3","0","54563.03","5635","0","0","0","377616.8","40009.8","66683","0","0","0","0","0","0","0","6/21/2018",
"1675","232147.09","0","45778.6","25955","0","0","137397.65","0","0","0","0","0","0","0","0","0","0","6/20/2018",
"1673","407418.32","0","39992.15","147275","0","0","0","0","0","0","0","0","0","0","0","0","0","6/19/2018",
"1674","94099.98","0","57937.29","22515","0","0","0","391743.01","180857.79","180857.79","0","0","0","0","0","0","0","6/14/2018",
"1672","179566.36","0","59788.23","13800","0","0","0","0","0","0","0","0","0","0","0","0","0","6/13/2018",
"1671","187622.83","0","53876.287","16500","0","0","0","0","0","0","0","0","0","0","0","0","0","6/12/2018",
"1670","153621.51","0","70719.85","93500","0","0","0","0","0","0","0","0","0","0","0","0","0","6/11/2018",
"1669","455235.15","0","57790.48","162050","0","0","191383.963","0","0","0","0","0","0","0","0","0","0","6/8/2018",
"1668","346621.31","0","53955.25","148750","0","0","0","327824.29","0","0","0","0","0","0","0","0","0","6/7/2018",
"1667","376293.78","0","58569.88","142910","0","0","0","0","0","0","0","0","0","0","0","0","0","6/6/2018",
"1666","326476.62","0","63434.17","140980","0","0","41242.5","0","0","0","0","0","0","0","0","0","0","6/5/2018",
"1665","340523.93","0","63570.49","141830","0","0","174844.4","0","0","0","0","0","0","0","0","0","0","6/4/2018",
"1664","524681.46","0","64053.56","164470","0","0","561270.95","0","0","0","0","0","0","0","0","0","0","6/1/2018",
"1663","510809.11","0","64439.52","149720","0","0","0","429907.05","49605.88","99211.76","0","0","0","0","0","0","0","5/31/2018",
"1662","225037.36","0","71099.42","136590","0","0","0","0","0","0","0","0","0","0","0","0","0","5/30/2018",
"1661","313296.6","0","42128.78","23020","0","0","37095.19","0","0","0","0","0","0","0","0","0","0","5/28/2018",
"1660","251297.31","0","82849.74","105020","0","0","113434.08","0","50.45","0","0","0","0","0","0","0","0","5/25/2018",
"1659","71583.22","0","68401.99","7650","0","0","0","266950.84","0","0","0","0","0","0","0","0","0","5/24/2018",
"1658","104089.62","0","28337.92","1800","0","0","0","0","0","0","0","0","0","0","0","0","0","5/23/2018",
"1657","122274.53","0","50741.06","9500","0","0","0","0","0","0","0","0","0","0","0","0","0","5/22/2018",
"1656","73985.97","0","77516.79","70350","0","0","0","0","0","0","0","0","0","0","0","0","0","5/21/2018",
"1655","137607.72","0","99613.06","64640","0","0","40947.65","0","0","0","0","0","0","0","0","0","0","5/18/2018",
"1654","99419.36","0","183443.71","5000","0","0","0","262613.62","33841.8","67683.6","0","0","0","0","0","0","0","5/17/2018",
"1653","124399.55","0","187391.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/16/2018",
"1652","152200.57","0","239067.23","6800","0","0","0","0","0","0","0","0","0","0","0","0","0","5/15/2018",
"1651","72320.5","0","148673.59","7500","0","0","0","0","0","0","0","0","0","0","0","0","0","5/14/2018",
"1650","198126.84","0","74228.11","1500","0","0","454164.09","0","0","0","0","0","0","0","0","0","0","5/11/2018",
"1649","104851.68","0","64351.86","105690","0","0","0","290919.04","0","0","0","0","0","0","0","0","0","5/10/2018",
"1648","125615.82","0","59205.71","121590","0","0","0","0","0","0","0","0","0","0","0","0","0","5/9/2018",
"1647","134949.43","0","57508.73","161300","0","0","0","0","0","0","0","0","0","0","0","0","0","5/8/2018",
"1646","167016.4","0","58579.2","138250","0","0","0","0","0","0","0","0","0","0","0","0","0","5/7/2018",
"1645","136305.94","0","60805.09","134230","0","0","600000","0","0","0","0","0","0","0","0","0","0","5/4/2018",
"1644","330968.34","0","65257.69","152118","0","0","0","314040.53","95419.23","190838.56","0","0","0","0","0","0","0","5/3/2018",
"1643","367024.25","0","57467.21","152100","6969.75","0","0","0","0","0","0","0","0","0","0","0","0","5/2/2018",
"1642","379144.94","0","56904.18","131730","0","0","50000","0","0","0","0","0","0","0","0","0","0","4/30/2018",
"1637","545969.58","0","57017.45","134000","0","0","226676.12","0","90000","0","0","0","0","0","0","0","0","4/27/2018",
"1641","321261.1","0","52858.96","157945","0","0","0","226676.13","0","0","0","0","0","0","0","0","0","4/26/2018",
"1640","311233.94","0","59274.7","150168","0","0","0","0","0","0","0","0","0","0","0","0","0","4/25/2018",
"1639","304776.46","0","59989.39","140142","0","0","0","0","0","0","0","0","0","0","0","0","0","4/24/2018",
"1638","362976.75","0","60071.42","153175","0","0","0","0","0","0","0","0","0","0","0","0","0","4/23/2018",
"1636","358607.02","0","59398.75","151030","0","0","500000","0","0","0","0","0","0","0","0","0","0","4/20/2018",
"1635","496355.08","0","60000","154930","0","0","0","276082.5","56490.33","116980.67","0","0","0","0","0","0","0","4/19/2018",
"1634","404971.16","0","59256.83","149580","0","0","0","0","0","0","0","0","0","0","0","0","0","4/18/2018",
"1633","389062.77","0","61350.05","140760","0","0","0","0","0","0","0","0","0","0","0","0","0","4/17/2018",
"1631","402661.53","0","52236.23","125950","0","0","0","0","0","0","0","0","0","0","0","0","0","4/16/2018",
"1632","732537.15","0","52785.27","157300","0","0","500000","0","0","0","0","0","0","0","0","0","0","4/13/2018",
"1630","488338.79","0","50039.04","157363","0","0","0","476212.99","0","0","0","0","0","0","0","0","0","4/12/2018",
"1629","530163.25","0","52333.28","146000","0","0","0","0","0","0","0","0","0","0","0","0","0","4/11/2018",
"1628","441876","0","54184.2","157600","0","0","0","0","0","0","0","0","0","0","0","0","0","4/10/2018",
"1627","423322.83","0","54816.71","132930","0","0","0","0","0","0","0","0","0","0","0","0","0","4/9/2018",
"1626","357636.62","0","63972.05","144345","0","0","748689.31","0","0","0","0","0","0","0","0","0","0","4/6/2018",
"1625","613211.09","0","55674.37","158800","0","0","0","338497","95201.16","190402.33","0","0","0","0","0","0","0","4/5/2018",
"1624","583706.09","0","55889.45","156350","0","0","0","0","0","0","0","0","0","0","0","0","0","4/4/2018",
"1623","561788.42","0","58045","158700","4125","0","0","0","0","0","0","0","0","0","0","0","0","4/3/2018",
"1622","275608.98","0","82281.4","89090","0","0","0","177305.86","0","0","0","0","0","0","0","0","0","3/29/2018",
"1621","143465.98","0","78479.66","11235","4323.34","0","0","0","0","0","0","0","0","0","0","0","0","3/28/2018",
"1620","121099.37","0","66649.95","21250","0","0","0","11674.32","0","0","0","0","0","0","0","0","0","3/27/2018",
"1619","173022.9","0","58782.2","42700","0","0","247756.5","0","0","0","0","0","0","0","0","0","0","3/26/2018",
"1618","299233.61","0","47180.2","119700","0","0","0","0","64060","0","0","0","0","0","0","0","0","3/23/2018",
"1617","137491.02","0","20204.97","2150","0","0","0","151146.99","53956.96","107913.91","0","0","0","0","0","0","0","3/22/2018",
"1616","102816.96","0","100174.34","25150","0","0","0","0","0","0","0","0","0","0","0","0","0","3/21/2018",
"1615","84346.63","0","39225.22","0","0","0","111224.97","0","0","0","0","0","0","0","0","0","0","3/20/2018",
"1614","114333.6","0","32912.75","46260","0","0","0","0","0","0","0","0","0","0","0","0","0","3/19/2018",
"1613","356165.21","0","30559.95","141800","0","0","443758.21","0","0","0","0","0","0","0","0","0","0","3/16/2018",
"1612","395082.97","0","31442.54","148668","0","0","0","261857.15","95720.81","191441.61","0","0","0","0","0","0","0","3/15/2018",
"1611","172773.48","0","31447.09","98670","0","0","0","0","0","0","0","0","0","0","0","0","0","3/14/2018",
"1610","128592.46","0","28291","16320","0","0","88866.43","0","0","0","0","0","0","0","0","0","0","3/13/2018",
"1609","111350.4","0","27307.75","98700","0","0","0","0","0","0","0","0","0","0","0","0","0","3/12/2018",
"1608","150757.27","0","27634.55","56415","0","0","150000","0","0","0","0","0","0","0","0","0","0","3/9/2018",
"1607","169238.99","0","25882.75","58050","0","0","152930.98","0","0","0","0","0","0","0","0","0","0","3/8/2018",
"1606","142548.9","0","33421","57470","0","0","67770.8","0","0","0","0","0","0","0","0","0","0","3/7/2018",
"1605","190228.49","0","32518.5","66610","0","0","89938.76","0","0","0","0","0","0","0","0","0","0","3/6/2018",
"1604","116540.23","0","31378.5","106510","0","0","0","0","0","0","0","0","0","0","0","0","0","3/5/2018",
"1603","384013.38","0","28010.75","143300","0","0","276817.33","0","0","0","0","0","0","0","0","0","0","3/2/2018",
"1602","519170.99","0","31283.5","140300","0","0","0","109375.85","129987.58","259975.15","0","0","0","0","0","0","0","3/1/2018",
"1601","412587.88","0","31283.5","126500","0","0","249675.11","0","0","0","0","0","0","0","0","0","0","2/28/2018",
"1600","436692.12","0","34159.15","49200","0","0","0","0","0","0","0","0","0","0","0","0","0","2/27/2018",
"1599","99317.11","0","36441.15","65840","0","0","52310.52","0","0","0","0","0","0","0","0","0","0","2/26/2018",
"1598","174905.6","0","36493.67","94000","0","0","67652.71","0","79620","0","0","0","0","0","0","0","0","2/23/2018",
"1597","140508.51","0","52322.2","83850","0","0","0","56428.65","0","0","0","0","0","0","0","0","0","2/22/2018",
"1596","193854.84","0","63042.26","25600","0","0","0","0","0","0","0","0","0","0","0","0","0","2/21/2018",
"1595","119097.61","0","60966.37","13000","0","0","0","0","0","0","0","0","0","0","0","0","0","2/20/2018",
"1594","110373.5","0","36102.05","25600","0","0","0","0","0","0","0","0","0","0","0","0","0","2/19/2018",
"1593","265677.96","0","24142.5","130000","0","0","57079.41","0","0","0","0","0","0","0","0","0","0","2/16/2018",
"1592","169372.41","0","26125","82998","0","0","0","90029.51","176000","176000","0","0","0","0","0","0","0","2/15/2018",
"1591","301112.88","0","61249.24","20798","0","0","0","0","0","0","0","0","0","0","0","0","0","2/14/2018",
"1590","92439.88","0","62289.66","4960","0","0","17961.01","0","0","0","0","0","0","0","0","0","0","2/13/2018",
"1589","93949.89","0","86311.74","19800","8087.9","0","14354.56","0","0","0","0","0","0","0","0","0","0","2/12/2018",
"1588","94457.16","0","87348.75","39300","0","0","23420.87","0","0","0","0","0","0","0","0","0","0","2/9/2018",
"1587","94132.01","0","99875.6","3250","0","0","0","67676.12","0","0","0","0","0","0","0","0","0","2/8/2018",
"1586","106204.07","0","96325.8","300","0","0","20953.79","0","0","0","0","0","0","0","0","0","0","2/7/2018",
"1585","70485.74","0","49333.5","1300","0","0","115739.57","0","0","0","0","0","0","0","0","0","0","2/6/2018",
"1584","117000.23","0","21037.75","80800","0","0","0","0","0","0","0","0","0","0","0","0","0","2/5/2018",
"1583","178171.82","0","27255.5","156500","0","0","0","296063.31","252884.25","252884.25","0","0","0","0","0","0","0","2/1/2018",
"1582","203413.4","0","25355.5","14097000","0","0","191340.99","0","0","0","0","0","0","0","0","0","0","1/31/2018",
"1581","311517.14","0","21802.5","131050","0","0","84299.56","0","0","0","0","0","0","0","0","0","0","1/30/2018",
"1580","112273.65","0","19114","140500","0","0","164577.72","0","0","0","0","0","0","0","0","0","0","1/29/2018",
"1579","433907.45","0","20476.59","42350","0","0","99920.6","0","0","0","0","0","0","0","0","0","0","1/26/2018",
"1578","105307.17","0","19933.94","22710","0","0","88491.15","64354.3","0","0","0","0","0","0","0","0","0","1/25/2018",
"1577","133242.91","0","19247","25660","0","0","87830.94","0","0","0","0","0","0","0","0","0","0","1/24/2018",
"1570","138854.18","0","27932.94","26850","0","0","75463.98","0","0","0","0","0","0","0","0","0","0","1/23/2018",
"1576","120260.48","0","24880.16","43200","0","0","126228.84","0","0","0","0","0","0","0","0","0","0","1/22/2018",
"1575","312885.77","0","15495.89","124200","0","0","194700.42","0","0","0","0","0","0","0","0","0","0","1/19/2018",
"1574","255485.88","0","17622.5","137660","0","0","0","96162.61","229850.26","229850.26","0","0","0","0","0","0","0","1/18/2018",
"1573","271255.3","0","18398.65","115020","0","0","29559.69","0","0","0","0","0","0","0","0","0","0","1/17/2018",
"1572","221039.42","0","27165.25","76340","0","0","12798.47","0","0","0","0","0","0","0","0","0","0","1/16/2018",
"1571","60136.44","0","35030.82","78870","0","0","132373.78","0","0","0","0","0","0","0","0","0","0","1/15/2018",
"1569","187366.49","0","46845.14","87600","0","0","245330.76","0","0","0","0","0","0","0","0","0","0","1/12/2018",
"1568","120336.43","0","10051.44","69500","0","0","0","309056.44","0","0","0","0","0","0","0","0","0","1/11/2018",
"1567","164424.06","0","80025.3","46735","0","0","0","0","0","0","0","0","0","0","0","0","0","1/10/2018",
"1566","152907.87","0","81977.15","8300","3086.6","0","47293.89","0","0","0","0","0","0","0","0","0","0","1/9/2018",
"1565","184961.58","0","76676.04","33470","0","0","260549.46","0","0","0","0","0","0","0","0","0","0","1/8/2018",
"1564","462524.09","0","68103.11","142650","0","0","186885.44","0","0","0","0","0","0","0","0","0","0","1/5/2018",
"1563","407333.97","0","67201.2","137290","3385.31","0","0","193610.96","161540.64","148862.14","0","0","0","0","0","0","0","1/4/2018",
"1562","386134.19","0","56139.28","132350","7790.39","0","58366.69","0","0","0","0","0","0","0","0","0","0","1/3/2018",
"1561","439345.51","0","54080.62","114720","0","0","99223.04","0","0","0","0","0","0","0","0","0","0","1/2/2018",
"1560","442880.94","0","57858.42","114450","0","0","128969.6","0","0","0","0","0","0","0","0","0","0","12/29/2017",
"1559","170449.75","0","67345.79","103750","0","0","95889.74","0","0","0","0","0","0","0","0","0","0","12/28/2017",
"1558","275159.97","0","78395.48","111500","0","0","95557.11","0","0","0","0","0","0","0","0","0","0","12/27/2017",
"1557","283405.37","0","87892.54","95950","0","0","355360.32","0","0","0","0","0","0","0","0","0","0","12/22/2017",
"1556","296651.84","0","110739.03","84100","0","0","173913.18","372153.86","66617.19","0","0","0","0","0","0","0","0","12/21/2017",
"1555","443280.36","0","163135.87","26900","0","0","129714.08","0","0","0","0","0","0","0","0","0","0","12/20/2017",
"1554","163587.39","0","132651.97","59500","0","0","353252.49","0","0","0","0","0","0","0","0","0","0","12/19/2017",
"1553","430492.49","0","119836.13","105600","0","0","0","0","0","0","0","0","0","0","0","0","0","12/18/2017",
"1552","835616.7","0","117643.65","137850","0","0","0","0","77580","0","0","0","0","0","0","0","0","12/15/2017",
"1551","440375.98","0","116730.22","122000","0","0","0","209565.82","0","131415.35","0","0","0","0","0","0","0","12/14/2017",
"1550","489559.67","0","123768.31","124930","0","0","0","0","0","0","0","0","0","0","0","0","0","12/13/2017",
"1549","458272.55","0","135301.68","116750","0","0","0","0","0","0","0","0","0","0","0","0","0","12/12/2017",
"1548","140460.39","0","178028.9","104900","0","0","0","0","0","0","0","0","0","0","0","0","0","12/11/2017",
"1547","149219.08","0","164409.83","94150","0","0","0","0","0","0","0","0","0","0","0","0","0","12/8/2017",
"1546","115108.8","0","178272.16","52200","0","0","0","110353.89","0","0","0","0","0","0","0","0","0","12/7/2017",
"1545","121165.56","0","228255.02","31100","0","0","0","0","0","0","0","0","0","0","0","0","0","12/6/2017",
"1544","98577.16","0","217088.22","25700","0","0","0","0","0","0","0","0","0","0","0","0","0","12/5/2017",
"1543","176836.09","0","231923.17","23000","0","0","0","0","0","0","0","0","0","0","0","0","0","12/4/2017",
"1542","174119.22","0","153653.41","31500","0","0","0","131942.07","117176.28","117176.29","0","0","0","0","0","0","0","11/30/2017",
