"ID","OpeBal","RediscBills","SlFacility","SdFacility","Repo","RevRepo","OmoSales","OmoRepay","PmSales","PmRepay","Crr","NetWdas","StatAlloc","JvCash","NetClr","NdicPrem","OMajor","RecDate"
"2419","132848.33","0","190838.49","11350","24400","0","0","0","0","0","0","0","0","0","0","0","0","5/10/2021",
"2418","183992.05","0","130136.01","6000","65296","0","17062","0","0","0","0","0","0","0","0","0","0","5/7/2021",
"2417","100084.04","0","238581.7","5420","34860.33","0","0","0","0","0","0","0","0","0","0","0","0","5/6/2021",
"2416","161505.52","0","345834.33","4000","227200","0","0","0","0","0","0","0","0","0","0","0","0","5/5/2021",
"2415","82389.16","0","108818.55","3770.3","40000","0","0","30000","0","0","0","0","0","0","0","0","0","5/4/2021",
"2414","507838.64","0","49296.9","16000","246053.2","0","20000","0","0","0","0","0","0","0","0","0","0","4/30/2021",
"2413","223069.08","0","126643.83","6800","150027.42","0","0","0","129462","88463.58","0","0","0","0","0","0","0","4/29/2021",
"2412","105640.27","0","242244.14","1755.7","113805.08","0","0","0","0","0","0","0","0","0","0","0","0","4/28/2021",
"2411","124304.22","0","293120.01","2882.4","187688.6","0","0","40000","0","0","0","0","0","0","0","0","0","4/27/2021",
"2410","65948.22","0","309711.05","1200","31760","0","0","0","0","0","0","0","0","0","0","0","0","4/26/2021",
"2409","83202.54","0","187786.47","5825","10400","0","12843.91","0","157952","0","0","0","0","0","0","0","0","4/23/2021",
"2408","76200.23","0","189421.06","3823.19","24965","0","0","0","0","0","0","0","0","0","0","0","0","4/22/2021",
"2407","132970.12","0","149003.98","818.9","108372.28","0","0","0","0","0","0","0","0","0","0","0","0","4/21/2021",
"2406","124682.96","0","105095.08","4136.1","46400","0","0","20000","0","0","0","0","0","0","0","0","0","4/20/2021",
"2405","105458.32","0","68235.94","6939.7","65500","0","0","0","0","0","0","0","0","0","0","0","0","4/19/2021",
"2404","331065.84","0","3800","17028.9","275046.52","0","20000","0","0","0","0","0","0","0","0","0","0","4/16/2021",
"2403","147204.37","0","143470.15","7650","147418.05","0","0","0","153379.93","69559.44","0","0","0","0","0","0","0","4/15/2021",
"2402","135122.43","0","34319.09","4900","64577.49","0","0","0","0","0","0","0","0","0","0","0","0","4/14/2021",
"2401","91542.68","0","112992.72","14944.2","0","0","0","20000","0","0","0","0","0","0","0","0","0","4/13/2021",
"2400","91785.34","0","98937.3","16240.9","5272.5","0","0","0","0","0","0","0","0","0","0","0","0","4/12/2021",
"2399","103369.77","0","159160.36","10750","2907","0","20000","0","0","0","0","0","0","0","0","0","0","4/9/2021",
"2398","161676.28","0","112721.41","8000","38816.85","0","0","0","0","0","0","0","0","0","0","0","0","4/8/2021",
"2397","162811.84","0","73376.89","7346.2","133000","0","0","0","0","0","0","0","0","0","0","0","0","4/7/2021",
"2396","75614.3","0","25180.62","4699.9","9500","0","34000","0","0","0","0","0","0","0","0","0","0","4/6/2021",
"2395","551471.75","0","0","28000","138700","0","100000","0","144831.12","95681.05","0","0","0","0","0","0","0","4/1/2021",
"2394","343991.17","0","475","33684.1","23845","0","0","0","0","0","0","0","0","0","0","0","0","3/31/2021",
"2393","195811.61","0","2877.5","14882.2","48900","0","0","169249.93","0","0","0","0","0","0","0","0","0","3/30/2021",
"2392","156282.19","0","11520.08","13172.5","70300","0","0","0","0","0","0","0","0","0","0","0","0","3/29/2021",
"2391","410078.29","0","73481.99","18753","6500.09","0","45000","0","262100","0","0","0","0","0","0","0","0","3/26/2021",
"2390","289875.81","0","126765.97","12400","15010","0","0","0","0","0","0","0","0","0","0","0","0","3/25/2021",
"2389","102972.87","0","18120.85","10759.18","104570.3","0","0","0","0","0","0","0","0","0","0","0","0","3/24/2021",
"2388","136723.7","0","77948.99","11550","44906.5","0","0","43000","0","0","0","0","0","0","0","0","0","3/23/2021",
"2387","96436.29","0","0","10042.95","13661","0","0","0","0","0","0","0","0","0","0","0","0","3/22/2021",
"2386","449373.81","0","826.46","32230.9","21850","0","100000","0","0","0","0","0","0","0","0","0","0","3/19/2021",
"2385","367699.55","0","107295.03","22750","28405","0","0","0","61901.18","47061.26","0","0","0","0","0","0","0","3/18/2021",
"2384","186395.52","0","2703","9786.25","33250","0","0","0","0","0","0","0","0","0","0","0","0","3/17/2021",
"2383","100929.82","0","38090.15","17600","1520","0","0","113527.64","0","0","0","0","0","0","0","0","0","3/16/2021",
"2382","143359.23","0","105173.24","11577.94","121840.05","0","0","0","0","0","0","0","0","0","0","0","0","3/15/2021",
"2381","116453.81","0","78906.9","8477.88","20213.59","0","60000","0","0","0","0","0","0","0","0","0","0","3/12/2021",
"2380","165232.57","0","50444.77","18000","48925","0","0","0","108769.43","88908.88","0","0","0","0","0","0","0","3/11/2021",
"2379","159739.32","0","998.36","14464.83","0","0","0","0","0","0","0","0","0","0","0","0","0","3/10/2021",
"2378","174968.58","0","123151","12058.16","23750","0","0","50000","0","0","0","0","0","0","0","0","0","3/9/2021",
"2376","106688.27","0","1049.42","12349","39900","0","0","0","0","0","0","0","0","0","0","0","0","3/8/2021",
"2373","602967.24","0","0","37800","12740.5","0","90000","0","0","0","0","0","0","0","0","0","0","3/5/2021",
"2372","405572.16","0","0","18016.16","8959.45","0","0","0","0","0","0","0","0","0","0","0","0","3/4/2021",
"2371","384073.28","0","13992.39","26805.59","5006.5","0","0","0","0","0","0","0","0","0","0","0","0","3/3/2021",
"2369","303258.41","0","51547.5","25205.58","0","0","0","124805.11","0","0","0","0","0","0","0","0","0","3/2/2021",
"2370","255538.85","0","19315.12","0","99987.5","0","0","0","0","0","0","0","0","0","0","0","0","3/1/2021",
"2367","204078.54","0","6018.29","28600","13660.59","0","325464.16","0","0","0","0","0","0","0","0","0","0","2/26/2021",
"2366","636044.25","0","25150.45","30075.29","0","0","0","0","147257.22","128217.82","0","0","0","0","0","0","0","2/25/2021",
"2365","655329.01","0","2368.58","38175","0","0","0","0","0","0","0","0","0","0","0","0","0","2/24/2021",
"2364","317650.04","0","94642.93","12537.8","0","0","0","423789.6","0","0","0","0","0","0","0","0","0","2/23/2021",
"2363","77317.57","0","2693.2","500","5700","0","0","0","0","0","0","0","0","0","0","0","0","2/22/2021",
"2362","617036.46","0","6688.04","38000","58179","0","180000","0","202550","0","0","0","0","0","0","0","0","2/19/2021",
"2361","548429.98","0","3655.5","38050","0","0","0","0","0","0","0","0","0","0","0","0","0","2/18/2021",
"2360","556011.11","0","0","35000","0","0","0","0","0","0","0","0","0","0","0","0","0","2/17/2021",
"2359","221956.2","0","0","33500","0","0","0","207844.37","0","0","0","0","0","0","0","0","0","2/16/2021",
"2358","247764.12","0","0","29673.03","99987.5","0","0","0","0","0","0","0","0","0","0","0","0","2/15/2021",
"2357","345178.02","0","0","32187.58","0","0","169000","0","0","0","0","0","0","0","0","0","0","2/12/2021",
"2355","488060.13","0","90780","29722.3","0","0","0","0","130875.62","169783.59","0","0","0","0","0","0","0","2/11/2021",
"2354","453350.72","0","3705.73","32015","0","0","0","0","0","0","0","0","0","0","0","0","0","2/10/2021",
"2353","139162","0","61863.57","4090","0","0","0","200762.94","0","0","0","0","0","0","0","0","0","2/9/2021",
"2352","291965.09","0","15560.29","9726.8","99987.5","0","0","0","0","0","0","0","0","0","0","0","0","2/8/2021",
"2351","504163.28","0","14908.6","16000","0","0","71659","0","0","0","0","0","0","0","0","0","0","2/5/2021",
"2350","196505.27","0","46801.61","11502","22800","0","0","0","0","0","0","0","0","0","0","0","0","2/4/2021",
"2349","243939.61","0","28182.34","13772","0","0","0","0","0","0","0","0","0","0","0","0","0","2/3/2021",
"2348","246048.51","0","152649.67","8369.24","0","0","0","112270.64","0","0","0","0","0","0","0","0","0","2/2/2021",
"2347","161037.16","0","65999.31","12004.53","0","0","0","0","0","0","0","0","0","0","0","0","0","2/1/2021",
"2346","242213.25","0","131560.73","4700","0","0","145000","0","0","0","0","0","0","0","0","0","0","1/29/2021",
"2345","415638.02","0","88280.85","16069","0","0","0","0","181979.39","187296.5","0","0","0","0","0","0","0","1/28/2021",
"2344","383157.67","0","31322.1","13641","0","0","0","0","0","49605.16","0","0","0","0","0","0","0","1/27/2021",
"2342","310187.5","0","51980.56","6215","0","0","0","182650.75","0","0","0","0","0","0","0","0","0","1/26/2021",
"2343","163803.64","0","4584.35","5705","9500","0","0","0","0","38173.09","0","0","0","0","0","0","0","1/25/2021",
"2337","835332.57","0","2370.84","38000","0","0","128406.71","0","166629.61","0","0","0","0","0","0","0","0","1/22/2021",
"2336","496167.47","0","948.01","35245","0","0","0","0","0","0","0","0","0","0","0","0","0","1/21/2021",
"2335","548249.05","0","0","37990","0","0","0","0","0","0","0","0","0","0","0","0","0","1/20/2021",
"2334","495525.39","0","624.35","35990","0","0","0","201941.86","0","0","0","0","0","0","0","0","0","1/19/2021",
"2333","332752.24","0","0","41870","0","0","0","0","0","0","0","0","0","0","0","0","0","1/18/2021",
"2332","289928.54","0","0","33000","0","0","80000","0","0","0","0","0","0","0","0","0","0","1/15/2021",
"2331","393514.88","0","86.67","39300","0","0","0","0","107219.3","232361.13","0","0","0","0","0","0","0","1/14/2021",
"2330","410312.18","0","727.6","37180","0","0","0","0","0","0","0","0","0","0","0","0","0","1/13/2021",
"2329","338495.29","0","110267.71","3500","0","0","0","170673","0","0","0","0","0","0","0","0","0","1/12/2021",
"2328","133676.8","0","3500","4500","0","0","0","0","0","0","0","0","0","0","0","0","0","1/11/2021",
"2327","1023602.83","41600","0","0","0","0","60000","0","0","0","0","0","0","0","0","0","0","1/8/2021",
"2326","1070851.37","0","250.46","41100","0","0","0","0","0","0","0","0","0","0","0","0","0","1/7/2021",
"2325","1216882.64","0","0","42590","0","0","0","0","0","0","0","0","0","0","0","0","0","1/6/2021",
"2324","777166.15","0","0","38130","0","0","0","438744.88","0","0","0","0","0","0","0","0","0","1/5/2021",
"2323","702459.46","0","200.69","43990","0","0","0","0","0","0","0","0","0","0","0","0","0","1/4/2021",
"2321","996870.41","0","0","42890","0","0","0","0","74837.72","0","0","0","0","0","0","0","0","12/31/2020",
"2320","1031068.38","0","0","43000","0","0","0","0","0","0","0","0","0","0","0","0","0","12/30/2020",
"2319","484389.45","0","4486.16","34030","0","0","0","431184.78","0","0","0","0","0","0","0","0","0","12/29/2020",
"2317","509207.67","0","3286.16","39999","0","0","0","0","0","0","0","0","0","0","0","0","0","12/24/2020",
"2316","714246.33","0","3203.48","40750","0","0","0","0","0","0","0","0","0","0","0","0","0","12/23/2020",
"2315","255392.75","0","8560.79","35910","0","0","0","0","0","0","0","0","0","0","0","0","0","12/22/2020",
"2314","299572.31","0","2850","37690","0","0","0","0","0","0","0","0","0","0","0","0","0","12/21/2020",
"2313","798310.1","0","3775","41990","20655","0","0","0","30000","0","0","0","0","0","0","0","0","12/18/2020",
"2312","523451.82","0","1215.43","35500","0","0","0","0","7000","7000","0","0","0","0","0","0","0","12/17/2020",
"2311","597139.37","0","1900","37999","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/2020",
"2310","380666.08","0","23554.5","28000","0","0","0","283164","0","0","0","0","0","0","0","0","0","12/15/2020",
"2309","350148.15","0","4691.98","37200","0","0","0","0","0","0","0","0","0","0","0","0","0","12/14/2020",
"2308","383928.65","0","7986","32800","26665.9","0","70000","0","0","0","0","0","0","0","0","0","0","12/11/2020",
"2307","479523.38","0","1961.05","35810","0","0","0","0","50925.95","50925.95","0","0","0","0","0","0","0","12/10/2020",
"2306","537423.06","0","1350","36000","0","0","0","0","0","0","0","0","0","0","0","0","0","12/9/2020",
"2305","221309.12","0","5618.78","35120","0","0","0","280087.5","0","0","0","0","0","0","0","0","0","12/8/2020",
"2304","224579.22","0","0","20190","13300","0","0","0","0","0","0","0","0","0","0","0","0","12/7/2020",
"2303","694045.01","0","285","27990","23502.5","0","60000","0","0","0","0","0","0","0","0","0","0","12/4/2020",
"2302","515133.64","0","1350","40000","0","0","0","0","0","0","0","0","0","0","0","0","0","12/3/2020",
"2301","617433.05","0","0","17990","0","0","0","0","0","0","0","0","0","0","0","0","0","12/2/2020",
"2300","257307.28","0","4195","34090","0","0","0","341103.21","0","0","0","0","0","0","0","0","0","12/1/2020",
"2299","198653.37","0","2803.15","33240","0","0","0","0","0","0","0","0","0","0","0","0","0","11/30/2020",
"2298","262814.74","0","3078.95","35745","0","0","0","0","0","0","0","0","0","0","0","0","0","11/27/2020",
"2297","305505.91","0","0","35220","0","0","0","0","150602.17","150602.17","0","0","0","0","0","0","0","11/26/2020",
"2296","352942.68","0","2640.28","37383","0","0","0","0","0","0","0","0","0","0","0","0","0","11/25/2020",
"2295","210853.12","0","0","36385","0","0","0","123060","0","0","0","0","0","0","0","0","0","11/24/2020",
"2294","214206.58","0","3154","33400","4180","0","0","0","0","0","0","0","0","0","0","0","0","11/23/2020",
"2293","770204.98","0","0","39900","0","0","0","0","0","0","0","0","0","0","0","0","0","11/20/2020",
"2292","498197.28","0","0","45100","0","0","0","0","0","0","0","0","0","0","0","0","0","11/19/2020",
"2290","558345.77","0","0","38700","0","0","0","0","0","0","0","0","0","0","0","0","0","11/18/2020",
"2289","204993.5","0","0","33245","0","0","0","269429.1","0","0","0","0","0","0","0","0","0","11/17/2020",
"2287","256430.36","0","0","42389","0","0","0","0","0","0","0","0","0","0","0","0","0","11/16/2020",
"2286","261411.05","0","0","38999","0","0","70000","0","0","0","0","0","0","0","0","0","0","11/13/2020",
"2285","362000.23","0","0","42699","0","0","0","0","167816.06","167816.06","0","0","0","0","0","0","0","11/12/2020",
"2284","415485.57","0","0","41320","0","0","0","0","0","0","0","0","0","0","0","0","0","11/11/2020",
"2283","158627.96","0","0","35849","0","0","0","226817","0","0","0","0","0","0","0","0","0","11/10/2020",
"2282","170216.63","0","0","31299","0","0","0","0","0","0","0","0","0","0","0","0","0","11/9/2020",
"2281","965105.79","0","0","43999","0","0","90000","0","0","0","0","0","0","0","0","0","0","11/6/2020",
"2280","823642.31","0","3011.45","38800","0","0","0","0","0","0","0","0","0","0","0","0","0","11/5/2020",
"2278","823166.23","0","2567.71","43200","0","0","0","0","0","0","0","0","0","0","0","0","0","11/4/2020",
"2279","823166.23","0","2567.71","43200","0","0","0","0","0","0","0","0","0","0","0","0","0","11/4/2020",
"2277","632202.22","0","1493.97","33350","0","0","0","0","0","0","0","0","0","0","0","0","0","11/3/2020",
"2276","619491.07","0","0","36000","0","0","0","0","0","0","0","0","0","0","0","0","0","11/2/2020",
"2275","747093.5","0","0","46950","0","0","0","0","0","0","0","0","0","0","0","0","0","10/30/2020",
"2274","748419.71","0","2565","44670","0","0","0","0","0","0","0","0","0","0","0","0","0","10/28/2020",
"2273","460351.65","0","2036.07","26200","0","0","0","0","0","0","0","0","0","0","0","0","0","10/27/2020",
"2272","117742.14","0","30039","13000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/26/2020",
"2271","1371919.55","0","0","34000","0","0","100000","0","0","0","0","0","0","0","0","0","0","10/23/2020",
"2270","829591.72","0","0","27500","0","0","0","0","0","0","0","0","0","0","0","0","0","10/22/2020",
"2269","831713.37","0","0","32000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/21/2020",
"2268","830689.86","0","0","40000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/20/2020",
"2267","726023.77","0","0","45800","0","0","0","0","0","0","0","0","0","0","0","0","0","10/19/2020",
"2266","430458.27","0","0","38200","0","0","60000","0","0","0","0","0","0","0","0","0","0","10/16/2020",
"2265","210276.99","0","0","40372","0","0","0","0","0","0","0","0","0","0","0","0","0","10/14/2020",
"2264","245713.57","0","418.75","31800","0","0","0","0","0","0","0","0","0","0","0","0","0","10/13/2020",
"2263","144093.16","0","0","31100","0","0","0","0","0","0","0","0","0","0","0","0","0","10/12/2020",
"2262","993614.3","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/9/2020",
"2261","342988.94","0","0","43300","0","0","0","0","0","0","0","0","0","0","0","0","0","10/7/2020",
"2260","461238.73","0","0","40885","0","0","0","0","0","0","0","0","0","0","0","0","0","10/6/2020",
"2259","375199.25","0","0","39900","0","0","0","0","0","0","0","0","0","0","0","0","0","10/5/2020",
"2258","298555.46","0","0","36500","0","0","0","0","0","0","0","0","0","0","0","0","0","10/2/2020",
"2257","290966.36","0","0","43900","0","0","0","0","0","0","0","0","0","0","0","0","0","9/30/2020",
"2256","194754.74","0","0","39300","0","0","0","0","0","0","0","0","0","0","0","0","0","9/29/2020",
"2255","164487.98","0","0","30250","0","0","0","0","0","0","0","0","0","0","0","0","0","9/28/2020",
"2254","796070.27","0","0","42000","0","0","70000","0","0","0","0","0","0","0","0","0","0","9/25/2020",
"2253","415340.73","0","0","40800","0","0","0","0","0","0","0","0","0","0","0","0","0","9/24/2020",
"2252","460010.93","0","0","45600","0","0","0","0","0","0","0","0","0","0","0","0","0","9/23/2020",
"2251","481690.02","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","0","0","9/22/2020",
"2250","488850.57","0","0","44495","0","0","0","0","0","0","0","0","0","0","0","0","0","9/21/2020",
"2249","182736.82","0","126.99","33500","0","0","0","0","0","0","0","0","0","0","0","0","0","9/18/2020",
"2248","198293.72","0","3392.07","24507","0","0","0","0","0","0","0","0","0","0","0","0","0","9/17/2020",
"2247","167138.01","0","8550","36600","0","0","0","0","0","0","0","0","0","0","0","0","0","9/16/2020",
"2246","161456.05","0","0","30500","0","0","0","0","0","0","0","0","0","0","0","0","0","9/15/2020",
"2245","191773.37","0","0","27200","0","0","0","0","0","0","0","0","0","0","0","0","0","9/14/2020",
"2244","552373.93","0","0","40000","5096.75","0","0","0","0","0","0","0","0","0","0","0","0","9/11/2020",
"2243","260355.76","0","5470","33800","1626.84","0","0","0","0","0","0","0","0","0","0","0","0","9/10/2020",
"2242","442515.62","0","0","38380","0","0","0","0","0","0","0","0","0","0","0","0","0","9/9/2020",
"2241","500994.07","0","0","42300","0","0","0","0","0","0","0","0","0","0","0","0","0","9/8/2020",
"2240","693008.53","0","0","44710","0","0","0","0","0","0","0","0","0","0","0","0","0","9/7/2020",
"2239","660323.21","0","0","44000","0","0","100000","0","0","0","0","0","0","0","0","0","0","9/4/2020",
"2238","224418.57","0","0","37400","0","0","0","0","0","0","0","0","0","0","0","0","0","9/3/2020",
"2237","248546.96","0","0","32400","0","0","0","0","0","0","0","0","0","0","0","0","0","9/2/2020",
"2236","223012.26","0","0","32125","0","0","0","0","0","0","0","0","0","0","0","0","0","9/1/2020",
"2235","218896.92","0","0","26000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/31/2020",
"2234","795046.93","0","0","50000","7315","0","97273.28","0","0","0","0","0","0","0","0","0","0","8/28/2020",
"2233","333898.92","0","0","44000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/27/2020",
"2232","467784.23","0","0","41400","0","0","0","0","0","0","0","0","0","0","0","0","0","8/26/2020",
"2231","506197.49","0","0","40000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/25/2020",
"2230","370364.9","0","0","40800","0","0","0","0","0","0","0","0","0","0","0","0","0","8/24/2020",
"2229","512441.35","0","0","34800","14950.34","0","72500","0","0","0","0","0","0","0","0","0","0","8/21/2020",
"2228","99690.49","0","23478.83","12859","0","0","0","180631.93","0","0","0","0","0","0","0","0","0","8/20/2020",
"2227","97433.59","0","20017.47","14030","0","0","0","0","0","0","0","0","0","0","0","0","0","8/19/2020",
"2226","87480.98","0","32716.57","11350","5006.5","0","0","0","0","0","0","0","0","0","0","0","0","8/18/2020",
"2225","103964.6","0","7552.5","6000","13490","0","0","0","0","0","0","0","0","0","0","0","0","8/17/2020",
"2224","482988.26","0","10678","38000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/14/2020",
"2223","205948.82","0","1519.05","30896","0","0","0","0","0","0","0","0","0","0","0","0","0","8/13/2020",
"2222","191758.85","0","2549.8","35000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/12/2020",
"2221","186096.5","0","3809.8","30800","1620","0","0","0","0","0","0","0","0","0","0","0","0","8/11/2020",
"2220","149872.5","0","152","32700","0","0","0","0","0","0","0","0","0","0","0","0","0","8/10/2020",
"2219","207878.39","0","5604.28","18405","0","0","0","0","0","0","0","0","0","0","0","0","0","8/7/2020",
"2218","190027.51","0","3301.55","20330","0","0","0","0","0","0","0","0","0","0","0","0","0","8/6/2020",
"2217","177216.66","0","1350","19914","0","0","0","0","0","0","0","0","0","0","0","0","0","8/5/2020",
"2216","254191.47","0","0","14370","0","0","0","0","0","0","0","0","0","0","0","0","0","8/4/2020",
"2215","734034.41","0","0","44000","0","0","0","0","0","0","0","0","0","0","0","0","0","8/3/2020",
"2214","731195.35","0","0","38000","0","0","0","0","0","0","0","0","0","0","0","0","0","7/29/2020",
"2213","708306.1","0","0","37700","0","0","0","0","0","0","0","0","0","0","0","0","0","7/28/2020",
"2212","570854.78","0","0","33600","0","0","0","0","0","0","0","0","0","0","0","0","0","7/27/2020",
"2211","742227.98","0","0","43900","0","0","0","0","177000","0","0","0","0","0","0","0","0","7/24/2020",
"2209","426966.75","0","0","43400","0","0","0","0","0","0","0","0","0","0","0","0","0","7/23/2020",
"2208","401875.57","0","0","41400","0","0","0","0","0","0","0","0","0","0","0","0","0","7/22/2020",
"2207","425719.91","0","3928.25","33424","0","0","0","25355.765","0","0","0","0","0","0","0","0","0","7/21/2020",
"2206","82711.34","0","2850","7000","0","0","0","0","0","0","0","0","0","0","0","0","0","7/20/2020",
"2205","415805.9","0","0","32800","6037.5","0","0","0","0","0","0","0","0","0","0","0","0","7/17/2020",
"2204","121510.09","0","3080.16","8440","0","0","0","69545.07","107047.16","107047.16","0","0","0","0","0","0","0","7/16/2020",
"2203","121297.44","0","51791.39","9508","0","0","0","0","0","0","0","0","0","0","0","0","0","7/15/2020",
"2202","110838.66","0","42750","7442","0","0","0","0","0","0","0","0","0","0","0","0","0","7/14/2020",
"2200","195439.87","0","52303.83","7030","0","0","0","0","0","0","0","0","0","0","0","0","0","7/13/2020",
"2199","265142.5","0","143377.18","14639","8075","0","0","0","0","0","0","0","0","0","0","0","0","7/10/2020",
"2198","322385.98","0","314902.32","2230","0","0","0","92538.83","0","0","0","0","0","0","0","0","0","7/9/2020",
"2197","110457.54","0","384410.49","350","0","0","0","0","0","0","0","0","0","0","0","0","0","7/8/2020",
"2196","54691.81","0","350611.4","3202","0","0","0","16000","0","0","0","0","0","0","0","0","0","7/7/2020",
"2195","63319.73","0","159332.01","730","0","0","0","0","0","0","0","0","0","0","0","0","0","7/6/2020",
"2193","406558.95","0","10640.08","37150","0","0","100000","0","0","0","0","0","0","0","0","0","0","7/3/2020",
"2192","112132.92","0","50212","6979","0","0","0","333310.67","88857.01","88857.01","0","0","0","0","0","0","0","7/2/2020",
"2191","151214.05","0","30280","12643","0","0","0","0","0","0","0","0","0","0","0","0","0","7/1/2020",
"2194","146108.13","0","54133.76","10047","0","0","0","0","0","0","0","0","0","0","0","0","0","6/30/2020",
"2189","80266.5","0","23607.5","13480","0","0","0","0","0","0","0","0","0","0","0","0","0","6/29/2020",
"2190","146108.13","0","54133.76","10047","0","0","0","0","0","0","0","0","0","0","0","0","0","6/29/2020",
"2188","86241.15","0","67545","12191","0","0","0","0","0","0","0","0","0","0","0","0","0","6/26/2020",
"2187","95288.11","0","94075.04","5565","450","0","0","0","0","0","0","0","0","0","0","0","0","6/25/2020",
"2186","79278.51","0","55461","5540","0","0","0","0","0","0","0","0","0","0","0","0","0","6/24/2020",
"2185","80112","0","50315.9","12440","0","0","0","0","0","0","0","0","0","0","0","0","0","6/23/2020",
"2184","71678.4","0","11654.72","10100","0","0","0","0","0","0","0","0","0","0","0","0","0","6/22/2020",
"2183","751511.35","0","0","41750","4500.8","0","80000","0","100000","0","0","0","0","0","0","0","0","6/19/2020",
"2182","194705.79","0","111456.17","16164","4104","0","0","337940.86","0","0","0","0","0","0","0","0","0","6/18/2020",
"2181","164759.9","0","18572.5","25265","4870","0","0","0","0","0","0","0","0","0","0","0","0","6/17/2020",
"2180","193061.89","0","0","32500","0","0","0","0","0","0","0","0","0","0","0","0","0","6/16/2020",
"2179","247388.69","0","14250","31548","0","0","60000","0","0","0","0","0","0","0","0","0","0","6/15/2020",
"2178","167746.09","0","1085.46","17607","0","0","0","0","0","0","0","0","0","0","0","0","0","6/11/2020",
"2177","148329.48","0","0","11904","0","0","0","0","0","0","0","0","0","0","0","0","0","6/10/2020",
"2176","145578.27","0","40893.7","2746","0","0","0","0","0","0","0","0","0","0","0","0","0","6/9/2020",
"2175","111075.79","0","18924.5","9250","17318.5","0","0","0","0","0","0","0","0","0","0","0","0","6/8/2020",
"2174","493874.57","0","0","41500","0","0","70000","0","0","0","0","0","0","0","0","0","0","6/5/2020",
"2173","541214.81","0","0","47000","0","0","0","149675.11","0","0","0","0","0","0","0","0","0","6/4/2020",
"2172","536220.04","0","41550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6/3/2020",
"2171","490662.19","0","0","41250","0","0","0","0","0","0","0","0","0","0","0","0","0","6/2/2020",
"2170","481872.18","0","0","44700","0","0","0","0","0","0","0","0","0","0","0","0","0","6/1/2020",
"2169","339173.92","0","10545","31400","0","0","114000","0","0","0","0","0","0","0","0","0","0","5/29/2020",
"2168","467429.42","0","162691","19345","0","0","0","303173.95","59372.8","59372.8","0","0","0","0","0","0","0","5/28/2020",
"2167","111725.67","0","93403.24","60000","32280","0","0","0","0","0","0","0","0","0","0","0","0","5/27/2020",
"2166","829056.8","0","3570.85","38000","0","0","0","0","296200","0","0","0","0","0","0","0","0","5/22/2020",
"2165","507635.07","0","9215","40945","0","0","0","0","0","0","0","0","0","0","0","0","0","5/21/2020",
"2164","473797.76","0","13590.01","37110","0","0","0","0","0","0","0","0","0","0","0","0","0","5/20/2020",
"2162","486632.8","0","2375","33500","0","0","0","0","0","0","0","0","0","0","0","0","0","5/19/2020",
"2161","554406.19","0","0","36340","0","0","0","0","0","0","0","0","0","0","0","0","0","5/18/2020",
"2160","354155.78","0","351.5","34675","0","0","0","0","0","0","0","0","0","0","0","0","0","5/15/2020",
"2159","221819.35","0","15642.21","30804","0","0","0","209046.29","142764.25","33841.8","0","0","0","0","0","0","0","5/14/2020",
"2157","191395.9","0","5560","26145","0","0","0","0","0","0","0","0","0","0","0","0","0","5/13/2020",
"2156","234168.5","0","25269.43","13055","4512.5","0","0","0","0","0","0","0","0","0","0","0","0","5/12/2020",
"2155","141585.84","0","2375","28992","53253.21","0","0","0","0","0","0","0","0","0","0","0","0","5/11/2020",
"2154","466919.73","0","1007","39550","0","0","0","0","0","0","0","0","0","0","0","0","0","5/8/2020",
"2153","261147.81","0","30553.25","35980","0","0","0","0","0","0","0","0","0","0","0","0","0","5/7/2020",
"2152","234915.85","0","2733.1","33420","3562.5","0","0","0","0","0","0","0","0","0","0","0","0","5/6/2020",
"2151","282418.44","0","19926","25465","3800","0","0","0","0","0","0","0","0","0","0","0","0","5/5/2020",
"2150","304228.98","0","0","31750","5320","0","100000","0","0","0","0","0","0","0","0","0","0","5/4/2020",
"2149","566128.24","0","2150","43631","0","0","0","30412.8","131529.87","131529.87","0","0","0","0","0","0","0","4/30/2020",
"2148","384871.66","0","18145","28497","0","0","0","0","0","0","0","0","0","0","0","0","0","4/29/2020",
"2147","263400.43","0","40722.52","6500","17100","0","0","0","0","0","0","0","0","0","0","0","0","4/28/2020",
"2146","171122.38","0","94166.39","140","48442.39","0","0","0","0","0","0","0","0","0","0","0","0","4/27/2020",
"2145","260165.85","0","8862.83","25500","4750","0","112650","0","156060","0","0","0","0","0","0","0","0","4/24/2020",
"2143","817690.85","0","12959","36610","1282.5","0","0","226781.97","0","0","0","0","0","0","0","0","0","4/23/2020",
"2142","892355.69","0","8616.5","36314","8692.5","0","0","0","0","0","0","0","0","0","0","0","0","4/22/2020",
